item_id,toxicity
cc-val-027731,0.000000
cc-val-076488,0.166667
cc-val-009384,0.000000
cc-val-007159,0.000000
cc-val-042616,0.500000
cc-val-054166,0.166667
cc-val-083735,0.000000
cc-val-080500,0.166667
cc-val-051365,0.200000
cc-val-003599,0.300000
cc-val-056626,0.166667
cc-val-010705,0.166667
cc-val-058156,0.000000
cc-val-073525,0.000000
cc-val-071060,0.000000
cc-val-093769,0.000000
cc-val-032004,0.000000
cc-val-013001,0.000000
cc-val-041258,0.000000
cc-val-057237,0.000000
cc-val-054011,0.000000
cc-val-027608,0.800000
cc-val-035219,0.000000
cc-val-081226,0.462500
cc-val-035408,0.000000
cc-val-056594,0.000000
cc-val-067584,0.400000
cc-val-058323,0.000000
cc-val-090341,0.000000
cc-val-030076,0.000000
cc-val-074048,0.000000
cc-val-013920,0.000000
cc-val-066623,0.166667
cc-val-033792,0.000000
cc-val-092288,0.000000
cc-val-016423,0.000000
cc-val-064235,0.000000
cc-val-033397,0.166667
cc-val-010152,0.000000
cc-val-003080,0.767857
cc-val-071897,0.000000
cc-val-039804,0.166667
cc-val-088123,0.800000
cc-val-096040,0.300000
cc-val-021818,0.000000
cc-val-086352,0.300000
cc-val-090268,0.000000
cc-val-033051,0.000000
cc-val-060588,0.000000
cc-val-094181,0.200000
cc-val-035456,0.000000
cc-val-020853,0.000000
cc-val-088772,0.166667
cc-val-080522,0.000000
cc-val-006295,0.166667
cc-val-080411,0.000000
cc-val-077453,0.000000
cc-val-057957,0.000000
cc-val-073987,0.000000
cc-val-018567,0.000000
cc-val-085950,0.500000
cc-val-020131,0.000000
cc-val-093275,0.142857
cc-val-080962,0.000000
cc-val-036416,0.100000
cc-val-090435,0.000000
cc-val-058686,0.000000
cc-val-056833,0.000000
cc-val-055877,0.000000
cc-val-049359,0.000000
cc-val-055355,0.000000
cc-val-088344,0.400000
cc-val-007978,0.000000
cc-val-035475,0.000000
cc-val-000316,0.000000
cc-val-003386,0.000000
cc-val-045392,0.000000
cc-val-083602,0.000000
cc-val-002287,0.166667
cc-val-070780,0.000000
cc-val-036659,0.000000
cc-val-011929,0.000000
cc-val-067572,0.000000
cc-val-085942,0.000000
cc-val-071850,0.300000
cc-val-013680,0.400000
cc-val-046594,0.000000
cc-val-073050,0.000000
cc-val-081154,0.000000
cc-val-055860,0.400000
cc-val-026740,0.000000
cc-val-079556,0.000000
cc-val-031146,0.166667
cc-val-011659,0.000000
cc-val-027052,0.000000
cc-val-097036,0.000000
cc-val-088859,0.300000
cc-val-027804,0.000000
cc-val-089601,0.000000
cc-val-088883,0.000000
cc-val-034710,0.166667
cc-val-056117,0.000000
cc-val-020859,0.000000
cc-val-044812,0.166667
cc-val-058784,0.000000
cc-val-030361,0.000000
cc-val-048422,0.000000
cc-val-040040,0.000000
cc-val-078633,0.000000
cc-val-053459,0.000000
cc-val-042280,0.166667
cc-val-025408,0.000000
cc-val-012409,0.500000
cc-val-040422,0.000000
cc-val-014974,0.000000
cc-val-062516,0.000000
cc-val-023696,0.166667
cc-val-024061,0.696970
cc-val-092191,0.000000
cc-val-053208,0.000000
cc-val-093803,0.000000
cc-val-021496,0.000000
cc-val-012167,0.000000
cc-val-076295,0.000000
cc-val-000679,0.200000
cc-val-071518,0.000000
cc-val-084751,0.000000
cc-val-036118,0.000000
cc-val-044625,0.000000
cc-val-051587,0.000000
cc-val-033019,0.000000
cc-val-047712,0.000000
cc-val-017071,0.166667
cc-val-038650,0.000000
cc-val-092823,0.400000
cc-val-083096,0.200000
cc-val-017548,0.000000
cc-val-068295,0.000000
cc-val-094988,0.200000
cc-val-028384,0.000000
cc-val-067770,0.000000
cc-val-036917,0.000000
cc-val-015983,0.000000
cc-val-016246,0.500000
cc-val-050367,0.000000
cc-val-021358,0.000000
cc-val-068866,0.000000
cc-val-046376,0.000000
cc-val-094818,0.000000
cc-val-043709,0.700000
cc-val-031545,0.000000
cc-val-030224,0.000000
cc-val-021564,0.000000
cc-val-080826,0.000000
cc-val-093197,0.000000
cc-val-077848,0.628571
cc-val-060209,0.000000
cc-val-052426,0.000000
cc-val-016377,0.166667
cc-val-001290,0.400000
cc-val-061415,0.000000
cc-val-048106,0.000000
cc-val-009219,0.200000
cc-val-096776,0.000000
cc-val-057892,0.000000
cc-val-089984,0.000000
cc-val-052303,0.300000
cc-val-080041,0.000000
cc-val-054265,0.000000
cc-val-094662,0.000000
cc-val-081751,0.166667
cc-val-067436,0.200000
cc-val-055965,0.000000
cc-val-050263,0.166667
cc-val-054062,0.000000
cc-val-021589,0.971692
cc-val-056498,0.000000
cc-val-077267,0.000000
cc-val-061241,0.696970
cc-val-072184,0.000000
cc-val-000225,0.833333
cc-val-030888,0.000000
cc-val-082761,0.000000
cc-val-045617,0.500000
cc-val-080236,0.000000
cc-val-037481,0.000000
cc-val-041503,0.000000
cc-val-067670,0.300000
cc-val-052713,0.000000
cc-val-069840,0.703125
cc-val-067182,0.000000
cc-val-041097,0.300000
cc-val-071514,0.000000
cc-val-061941,0.000000
cc-val-056195,0.000000
cc-val-088776,0.000000
cc-val-070089,0.000000
cc-val-049500,0.000000
cc-val-051212,0.000000
cc-val-081292,0.300000
cc-val-019599,0.400000
cc-val-043526,0.166667
cc-val-082726,0.200000
cc-val-038597,0.000000
cc-val-057390,0.000000
cc-val-076678,0.700000
cc-val-072329,0.000000
cc-val-068876,0.500000
cc-val-081619,0.000000
cc-val-004197,0.000000
cc-val-073943,0.000000
cc-val-012124,0.000000
cc-val-074155,0.200000
cc-val-037724,0.166667
cc-val-051107,0.000000
cc-val-085758,0.400000
cc-val-093047,0.166667
cc-val-090553,0.300000
cc-val-092947,0.200000
cc-val-077262,0.000000
cc-val-063890,0.000000
cc-val-079158,0.000000
cc-val-029631,0.000000
cc-val-004726,0.500000
cc-val-097056,0.000000
cc-val-061010,0.000000
cc-val-074830,0.000000
cc-val-075304,0.000000
cc-val-091303,0.000000
cc-val-012857,0.000000
cc-val-035277,0.166667
cc-val-096277,0.200000
cc-val-021158,0.000000
cc-val-021377,0.400000
cc-val-073778,0.000000
cc-val-035529,0.166667
cc-val-074410,0.000000
cc-val-004069,0.000000
cc-val-012414,0.000000
cc-val-009064,0.000000
cc-val-082393,0.000000
cc-val-044015,0.000000
cc-val-011006,0.000000
cc-val-039513,0.000000
cc-val-012260,0.200000
cc-val-086705,0.000000
cc-val-095408,0.000000
cc-val-074209,0.300000
cc-val-082830,0.100000
cc-val-003469,0.600000
cc-val-012784,0.000000
cc-val-066430,0.000000
cc-val-017735,0.000000
cc-val-072744,0.000000
cc-val-043449,0.000000
cc-val-082498,0.000000
cc-val-047424,0.000000
cc-val-088329,0.166667
cc-val-072533,0.000000
cc-val-092265,0.000000
cc-val-027826,0.400000
cc-val-012852,0.000000
cc-val-024836,0.000000
cc-val-038012,0.000000
cc-val-092419,0.166667
cc-val-064728,0.000000
cc-val-067538,0.000000
cc-val-080757,0.000000
cc-val-061865,0.166667
cc-val-010383,0.300000
cc-val-064727,0.000000
cc-val-021167,0.000000
cc-val-037261,0.000000
cc-val-093789,0.000000
cc-val-041271,0.400000
cc-val-010915,0.000000
cc-val-042989,0.000000
cc-val-062098,0.000000
cc-val-001511,0.300000
cc-val-049175,0.000000
cc-val-056091,0.000000
cc-val-073278,0.000000
cc-val-027866,0.000000
cc-val-014976,0.000000
cc-val-015577,0.528571
cc-val-065758,0.600000
cc-val-081169,0.700000
cc-val-020133,0.200000
cc-val-092596,0.000000
cc-val-036224,0.000000
cc-val-074353,0.000000
cc-val-037358,0.000000
cc-val-023077,0.000000
cc-val-064117,0.000000
cc-val-012881,0.000000
cc-val-001730,0.000000
cc-val-081802,0.000000
cc-val-065022,0.000000
cc-val-037082,0.200000
cc-val-021987,0.000000
cc-val-055165,0.000000
cc-val-050525,0.000000
cc-val-048316,0.000000
cc-val-069077,0.000000
cc-val-021355,0.000000
cc-val-001423,0.200000
cc-val-078425,0.000000
cc-val-011513,0.000000
cc-val-014483,0.000000
cc-val-054873,0.000000
cc-val-053567,0.000000
cc-val-012746,0.000000
cc-val-059862,0.000000
cc-val-085528,0.166667
cc-val-064177,0.166667
cc-val-033798,0.000000
cc-val-083687,0.000000
cc-val-090096,0.000000
cc-val-062604,0.000000
cc-val-076068,0.500000
cc-val-047973,0.000000
cc-val-081690,0.000000
cc-val-030768,0.000000
cc-val-028334,0.000000
cc-val-089607,0.000000
cc-val-006795,0.000000
cc-val-020354,0.000000
cc-val-027686,0.000000
cc-val-040846,0.000000
cc-val-002106,0.600000
cc-val-058213,0.000000
cc-val-022958,0.000000
cc-val-064233,0.000000
cc-val-036903,0.000000
cc-val-076587,0.000000
cc-val-027198,0.300000
cc-val-078768,0.000000
cc-val-081358,0.000000
cc-val-030459,0.000000
cc-val-026170,0.166667
cc-val-022429,0.000000
cc-val-090647,0.000000
cc-val-014177,0.000000
cc-val-088050,0.200000
cc-val-077566,0.000000
cc-val-039690,0.000000
cc-val-095035,0.000000
cc-val-084391,0.000000
cc-val-022082,0.166667
cc-val-074970,0.000000
cc-val-078589,0.000000
cc-val-081388,0.000000
cc-val-057637,0.000000
cc-val-035637,0.166667
cc-val-084473,0.200000
cc-val-069921,0.300000
cc-val-084976,0.000000
cc-val-032902,0.166667
cc-val-015529,0.000000
cc-val-088142,0.166667
cc-val-005140,0.000000
cc-val-020169,0.000000
cc-val-074893,0.142857
cc-val-087069,0.000000
cc-val-012072,0.764706
cc-val-037290,0.000000
cc-val-023588,0.000000
cc-val-000117,0.000000
cc-val-068401,0.000000
cc-val-022361,0.000000
cc-val-021199,0.000000
cc-val-049457,0.000000
cc-val-061287,0.000000
cc-val-055265,0.200000
cc-val-062259,0.400000
cc-val-066076,0.000000
cc-val-015615,0.500000
cc-val-015187,0.000000
cc-val-020993,0.000000
cc-val-085378,0.000000
cc-val-029470,0.000000
cc-val-004633,0.000000
cc-val-017745,0.000000
cc-val-082904,0.000000
cc-val-085160,0.000000
cc-val-053581,0.000000
cc-val-012362,0.000000
cc-val-009130,0.000000
cc-val-001970,0.000000
cc-val-029846,0.000000
cc-val-077965,0.166667
cc-val-065855,0.000000
cc-val-046932,0.200000
cc-val-065831,0.000000
cc-val-075188,0.000000
cc-val-003383,0.000000
cc-val-046512,0.400000
cc-val-076024,0.000000
cc-val-083830,0.000000
cc-val-064799,0.000000
cc-val-080070,0.000000
cc-val-088687,0.000000
cc-val-055480,0.000000
cc-val-044885,0.000000
cc-val-014930,0.000000
cc-val-010804,0.000000
cc-val-039785,0.000000
cc-val-056186,0.000000
cc-val-029756,0.974359
cc-val-023432,0.000000
cc-val-070841,0.600000
cc-val-078820,0.200000
cc-val-053736,0.000000
cc-val-023502,0.000000
cc-val-013736,0.783333
cc-val-052940,0.000000
cc-val-041455,0.000000
cc-val-027348,0.166667
cc-val-058896,0.166667
cc-val-024855,0.000000
cc-val-043424,0.000000
cc-val-004117,0.000000
cc-val-004666,0.645161
cc-val-067370,0.166667
cc-val-003876,0.000000
cc-val-043861,0.000000
cc-val-040186,0.000000
cc-val-067749,0.000000
cc-val-002388,0.802817
cc-val-067891,0.183673
cc-val-010243,0.000000
cc-val-012306,0.400000
cc-val-094308,0.000000
cc-val-036872,0.200000
cc-val-053008,0.000000
cc-val-029725,0.000000
cc-val-061811,0.000000
cc-val-077846,0.200000
cc-val-030669,0.000000
cc-val-061483,0.166667
cc-val-040718,0.000000
cc-val-014453,0.400000
cc-val-012554,0.000000
cc-val-010397,0.000000
cc-val-068056,0.000000
cc-val-006235,0.400000
cc-val-064062,0.000000
cc-val-084578,0.500000
cc-val-080022,0.000000
cc-val-018212,0.166667
cc-val-027974,0.200000
cc-val-063405,0.000000
cc-val-068844,0.300000
cc-val-083694,0.300000
cc-val-096606,0.200000
cc-val-047195,0.000000
cc-val-073201,0.000000
cc-val-022556,0.000000
cc-val-054481,0.166667
cc-val-085131,0.000000
cc-val-031479,0.000000
cc-val-026814,0.000000
cc-val-069610,0.000000
cc-val-013777,0.166667
cc-val-006393,0.000000
cc-val-082063,0.000000
cc-val-040160,0.000000
cc-val-021856,0.200000
cc-val-082540,0.000000
cc-val-043011,0.000000
cc-val-031066,0.400000
cc-val-054198,0.000000
cc-val-066899,0.000000
cc-val-023522,0.000000
cc-val-002138,0.000000
cc-val-015284,0.200000
cc-val-060807,0.000000
cc-val-054850,0.000000
cc-val-068179,0.000000
cc-val-020237,0.000000
cc-val-061240,0.800000
cc-val-010103,0.000000
cc-val-020806,0.000000
cc-val-044219,0.100000
cc-val-050941,0.579710
cc-val-018418,0.000000
cc-val-005537,0.000000
cc-val-003390,0.200000
cc-val-051342,0.208333
cc-val-094913,0.200000
cc-val-026964,0.000000
cc-val-053453,0.000000
cc-val-009473,0.000000
cc-val-058303,0.000000
cc-val-031816,0.300000
cc-val-089645,0.000000
cc-val-067976,0.000000
cc-val-043909,0.166667
cc-val-015593,0.000000
cc-val-055831,0.000000
cc-val-040722,0.000000
cc-val-022899,0.000000
cc-val-069272,0.200000
cc-val-087775,0.000000
cc-val-015102,0.000000
cc-val-000505,0.000000
cc-val-064522,0.000000
cc-val-050737,0.000000
cc-val-019488,0.166667
cc-val-047324,0.000000
cc-val-004621,0.000000
cc-val-053905,0.166667
cc-val-000542,1.000000
cc-val-094057,0.000000
cc-val-087365,0.400000
cc-val-080290,0.000000
cc-val-062669,0.000000
cc-val-075955,0.000000
cc-val-032227,0.000000
cc-val-000395,0.200000
cc-val-023407,0.000000
cc-val-042735,0.700000
cc-val-046196,0.671429
cc-val-053737,0.200000
cc-val-032438,0.000000
